word,string,_word,heading,content,table,,,,,,,
sheldaple,"<p><b>SHELD'APLE</b>, ",servingmaid,Serving-maid,,,,,,,,,
sherifship,"<p><b>SHER'IFSHIP</b>, ",setterwort,Setter-wort,,,,,,,,,
sherifwick,"<p><b>SHER'IFWICK</b>, ",setting,Setting,,,,,,,,,
slumberous,"<p><b>SLUM'BEROUS, SLUM'BERY, </b> a. <p><DD>1. Inviting or causing sleep; soporiferous. While pensive in the slumberous shade<p><DD>2. Sleep; not waking.",sketched,Sketched,,,,,,,,,
suboctuple,"<p><b>SUBOC'TUPLE</b>, a. [L. sub and octavus or octuple.] Containing one <p>part of eight.",structure,Structure,,,,,,,,,
synodical,"<p><b>SYNOD'ICAL</b>, a. Pertaining to a synod; transacted in a synod; as synodical proceedings or forms; a synodical epistle.<p>Synodical month, in astronomy, is the period from one conjunction of the moon with the sun to another. This is called also a lunation, because in the course of it the moon exhibits all its phases. This month consists of 29 days, 12 hours, 44 minutes, 3 seconds and 11 thirds.",sweeping,Sweeping,,,,,,,,,
tactical,"<p><b>TAC'TICAL</b>, a. [See Tactics.] Pertaining to the art of military and naval dispositions for battle, evolutions, &c.",swordman,Sword-man,,,,,,,,,
tactility,"<p><b>TACTIL'ITY</b>, n. Tangibleness; perceptibility of touch.",swore,Swore,,,,,,,,,
tajassu,"<p><b>TAJASSU</b>, n. The peccary or Mexican hog.",syllabus,Syllabus,,,,,,,,,
talckite,"<p><b>TALCK'ITE</b>, n. A species of talck of a loose form.",sylva,Sylva,,,,,,,,,
tamkin,"<p><b>TAM'KIN</b>, n. A stopper. [See Tampion.]",synneurosis,Synneurosis,,,,,,,,,
technics,"<p><b>TECH'NICS</b>, n. The doctrine of arts in general; such branches of learning as respect the arts.",tanniers,Tanniers,,,,,,,,,
tectonic,"<p><b>TECTON'IC</b>, a. [Gr. to fabricate.] Pertaining to building.",tantalism,Tantalism,,,,,,,,,
temsed-bread,"<p><b>TEM'SED-BREAD</b>, n. Bread made of flour better sifted than common flour. [I know not where this word is used.]",tastelessness,Tastelessness,,,,,,,,,
terre-verte,"<p><b>TERRE-VERTE</b>, n. A species of green earth, used by painters. It is an indurated clay, found in the earth in large flat masses, imbedded in strata of other species of earth. It is of a fine regular structure, and of a smooth glossy surface. It is found in Cyprus, France and Italy.",temperative,Temperative,,,,,,,,,
testaceous,"<p><b>TESTA'CEOUS</b>, a. [L. testaceus, from testa, a shell. The primary sense of testa, testis, testor, &c. is to thrust or drive; hence the sense of hardness, compactness, in testa and testis; and hence the sense of attest, context, detest, testator, testament, all implying a sending, driving, &c.]<p>Pertaining to shells; consisting of a hard shell, or having a hard continuous shell. <p><DD>Testaceous animals are such as have a strong thick entire shell, as oysters and clams; and are thus distinguished from crustaceous animals, whose shells are more thin and soft, and consist of several pieces jointed, as lobsters.<p><DD>Testaceous medicines, are all preparations of shells and like substances, as the powders of crabs' claws, pearl, &c.",temsebread,Temsebread,,,,,,,,,
tetrical,<p><b>TET'RICAL</b>,tenterground,Tenter-ground,,,,,,,,,
theatins,"<p><b>THE'ATINS</b>, n. An order of regular priests in Naples, who have no property, nor do they beg, but wait for what providence sends them. They have their name from the chief of the order.",terming,Terming,,,,,,,,,
theatrical,"<p><b>THEAT'RICAL</b>, a. Pertaining to a theater or to scenic representations; resembling the manner of dramatic performers; as theatrical dress; theatrical performances; theatrical gestures.",termless,Termless,,,,,,,,,
theistical,"<p><b>THEIS'TICAL</b>, a. Pertaining to theism, or to a theist; according to the doctrine of theists.",terracing,Terracing,,,,,,,,,
theological,"<p><b>THEOLOG'ICAL</b>, a. [See Theology.] Pertaining to divinity, or the science of God and of divine things; as a theological treatise; theological criticism.",terrier,Terrier,,,,,,,,,
theoremic,"<p><b>THEOREM'IC</b>, a. Pertaining to a theorem; comprised in a theorem; consisting of theorems; as theoremic truth.",tertian,Tertian,,,,,,,,,
theoretical,"<p><b>THEORET'ICAL</b>, a. [See Theory.] Pertaining to theory; depending on theory or speculation; speculative; terminating in theory or speculation; not practical; as theoretical learning; theoretic sciences. The sciences are divided into theoretical, as theology, philosophy and the like, and practical, as medicine and law.",tertiate,Tertiate,,,,,,,,,
theosophical,"<p><b>THEOSOPH'ICAL</b>, a. Pertaining to theosophism or to theosophists; divinely wise.",testaceography,Testaceography,,,,,,,,,
thereabouts,"<p><b>THEREABOUTS'</b>, adv. [there and about. The latter is less proper, but most commonly used.]<p><DD>1. Near that place.<p><DD>2. Nearly; near that number, degree or quantity; as ten men or thereabouts.<p><DD>3. Concerning that. [Not much used.] Luke 24.",testator,Testator,,,,,,,,,
theurgical,"<p><b>THEUR'GICAL</b>, a. [from theurgy.] Pertaining to the power of performing supernatural things.<p>Theugic hymns, songs of incantation.",tetradiapason,Tetradiapason,,,,,,,,,
thimble,"<p><b>THIM'BLE</b>, n. [I know not the origin or primary sense of this word. Possibly it may be from thumb.]<p><DD>1. A kind of cap or cover for the finger, usually made of metal, used by tailors and seamstresses for driving the needle through cloth.<p><DD>2. In sea language, an iron ring with a hollow or groove round its whole circumference, to receive the rope which is spliced about it.",texthand,Text-hand,,,,,,,,,
thumbed,<p><b>THUMB'ED</b>,thitherward,Thitherward,,,,,,,,,
thumerstone,"<p><b>THUM'ERSTONE</b>, n. A mineral so called from Thus, in Saxony, where it was found. It is called also axinite, from the resemblance of its flat sharp edges to that of an ax. It is either massive or crystallized; its crystals are in the form of a compressed oblique rhomboidal prism. It is of the silicious kind, and of a brown gray or violet color.",tho,Tho,,,,,,,,,
tiercelet,"<p><b>TIERCELET</b>, n. In falconry, a name given to the male hawk, as being a third part less than the female.",threesided,Three-sided,,,,,,,,,
tisical,"<p><b>TIS'ICAL</b>, a. s as z. [for phthisic, phthisical.] Consumptive.",tie,Tie,,,,,,,,,
titanian,<p><b>TITA'NIAN</b>,tig,Tig,,,,,,,,,
titaniferous,"<p><b>TITANIF'EROUS</b>, a. [titan or titanium, and L. fero.] <p>Producing titanium; as titaniferous pyrites.",tige,Tige,,,,,,,,,
tongue-grafting,<p><b>TONGUE-GR`AFTING</b>,tipplinghouse,Tippling-house,,,,,,,,,
tophaceous,"<p><b>TOPHA'CEOUS</b>, a. Gritty; sandy; rough; stony.",titularly,Titularly,,,,,,,,,
towardliness,"<p><b>TO'WARDLINESS</b>, n. [from towardly.] Readiness to do or learn; aptness; docility.<p><DD><DD> The beauty and towardliness of these children moved her brethren to envy.",toph,Toph,,,,,,,,,
tribometer,"<p><b>TRIBOM'ETER</b>, n. [Gr. to rub or wear, and measure.] An instrument to ascertain the degree of friction.",tray,Tray,,,,,,,,,
tristful,"<p><b>TRIST'FUL</b>, a. [L. tristis, sad.] Sad; sorrowful; gloomy. [Not used.]",triet,Triet,,,,,,,,,
trochaical,"<p><b>TROCHA'ICAL</b>, a. [See Trochee.] In poetry, consisting of trochees; as trochaic measure or verse.",trimness,Trimness,,,,,,,,,
trochings,"<p><b>TRO'CHINGS</b>, n. The small branches on the top of a deer's head.",trinket,Trinket,,,,,,,,,
tufaceous,"<p><b>TUFA'CEOUS</b>, a. Pertaining to tufa; consisting of tufa, or resembling it.",trucidation,Trucidation,,,,,,,,,
umbellated,"<p><b>UM'BELLATED, </b> a. Bearing umbels; consisting of an umbel; growing on an umbel; as umbellate plants or flowers.",tye,Tye,,,,,,,,,
umbellicle,"<p><b>UMBEL'LICLE, </b> n. A little or partial umbel.",tyer,Tyer,,,,,,,,,
unnethes,"<p><b>UNNETHES, </b> adv. Scarcely; hardly. Obs. [See Uneath.]",unmixed,Unmixed,,,,,,,,,
valvular,"<p><b>VALV'ULAR, </b> a. Containing valves.",valentine,Valentine,,,,,,,,,
venatical,"<p><b>VENAT'ICAL, </b> a. [L. venaticus, from venor, to hunt.] Used in hunting.",vehicle,Vehicle,,,,,,,,,
venenose,"<p><b>VENE'NOSE, </b> a. Poisonous; venomous. [Not used.]",venary,Venary,,,,,,,,,
verdancy,"<p><b>VER'DANCY, </b> n. [See Verdant.] Greenness.",venturously,Venturously,,,,,,,,,
vesiculate,"<p><b>VESIC'ULATE, </b> a. Bladdery; full of bladders.",vertiginousness,Vertiginousness,,,,,,,,,
villanously,"<p><b>VIL'LANOUSLY, </b> adv. Basely; with extreme wickedness or depravity.",villainy,Villainy,,,,,,,,,
vivifical,"<p><b>VIVIF'ICAL, </b> a. [L. vivificus. See Vivify.] Giving life; reviving; enlivening.",vividly,Vividly,,,,,,,,,
vocable,"<p><b>VO'CABLE, </b> n. [L. vocabulum. See Voice.]<p><DD>A word; a term; a name.",vizer,Vizer,,,,,,,,,
volatility,"<p><b>VOLATIL'ITY, </b> n. <p><DD>1. Disposition to exhale or evaporate; the quality of being capable of evaporation; that property of a substance which disposes it to rise and float in the air, and thus to be dissipated; as the volatility of fluids. Ether is remarkable for its volatility. Many or most solid bodies are susceptible of volatility by the action of intense heat.<p><DD>By the spirit of a plant we understand that pure elaborated oil, which by reason of its extreme volatility, exhales spontaneously, and in which the odor or smell consists.<p><DD>2. Great sprightliness; levity; liveliness; whence, mutability of mind; fickleness; as the volatility of youth.",volatileness,Volatileness,,,,,,,,,
warmness,"<p><b>WARMNESS, WARMTH</b>, n. <p><DD>1. Gentle heat; as the warmth of the blood.<p><DD>2. Zeal; ardor; fervor; as the warmth of love or of piety.<p><DD>3. Earnestness; eagerness. The cause of the Greeks has been espoused with warmth by all parties in free countries.<p><DD>4. Excitement; animation; as the warmth of passion. The preacher declaimed with great warmth against the vices of the age.<p><DD>5. Fancifulness; enthusiasm; as the warmth of head.<p><DD>6. In painting, the fiery effect given to a red color by a small addition of yellow.",warning,Warning,,,,,,,,,
workhouse,"<p><b>WORKHOUSE, WORKING-HOUSE</b>, n. <p><DD>1. A house where any manufacture is carried on.<p><DD>2. Generally, a house in which idle and vicious persons are confined to labor.",workmaster,Workmaster,,,,,,,,,
self-partiality,<p><b>SELF-PARTIAL'ITY</b>,searedness,Searedness,Self-partiality,<div><p><b>SELF-PARTIAL'ITY</b>, <i>noun</i> [<i>self</i> and <i>partiality</i>.] That partiality by which a man overrates his own worth when compared with others.</p></div>,,,,,,
simmering,<p><b>SIM'MERING</b> ppr. Boiling gently,should,Should,Simmering,<div><p><b>SIM'MERING</b> <i>participle present tense</i> Boiling gently, </p></div>,,,,,,
slabbererm,<p><b>SLAB'BERERM</b> n. One that slabbers,sillimanite,Sillimanite,Slabbererm,<div><p><b>SLAB'BERERM</b> <i>noun</i> One that slabbers, an idiot.</p></div>,,,,,,
unarm,<p><b>UN'ARM</b> v.t. To disarm,unaiming,Unaiming,Unarm,<div><p><b>UN'ARM</b> <i>verb transitive</i> To disarm, to strip of armor or arms. [Not used. <a class='crossref' href='#' target='Disarm'>See Disarm</a>.]</p></div>,,,,,,
underprop,<p><b>UNDERPROP'</b> v.t. To support,underbred,Underbred,Underprop,<div><p><b>UNDERPROP</b>' <i>verb transitive</i> To support, to uphold.</p><p>And <i>underprop</i> the head that bears the crown.</p></div>,,,,,,
ungodlily,<p><b>UNGOD'LILY</b> adv. Impiously,unfriended,Unfriended,Ungodlily,<div><p><b>UNGOD'LILY</b> <i>adverb</i> Impiously, wickedly.</p></div>,,,,,,
unlikeness,<p><b>UNLI'KENESS</b> n. Want of resemblance,unkinglike,Unkinglike,Unlikeness,<div><p><b>UNLI'KENESS</b> <i>noun</i> Want of resemblance, dissimilitude.</p></div>,,,,,,
bin,"<p><b>BIN, </b>n. A wooden box or chest used as a repository of corn or other commodities.",bernardine,Bernardine,,,,,,,,,
bloodily,"<p><b>BLOOD'ILY</b>, adv. In a bloody manner; cruelly; with a disposition to shed blood.",bilobate,Bilobate,,,,,,,,,
con,"<p><b>CON</b>. A Latin inseparable preposition or prefix to other words. Ainsworth remarks that con and cum habe the same signification, but that cum is used separately, and con in composition. Con and cum may be radically distinct words. The Irish comh, or coimh, is equivalent to the Latin con; and the Welsh cym, convertible into cyv, appears to be the same word, denoting, says Owen, a mutual act, quality or effect. It is precisely equivalent to the Latin com, in comparo, compono, and the Latin com, in composition, may be the Celtic comh or cym. But generally it seems to be con, changed into com. Ainsworth deduces cum from the Greek; for originally it was written cyn. But this is probably a mistake.<p><DD>Con coincides in radical letters and in signification with the Teutonic gain, gen, gean, igen, igien, in the English again, against; Sax. Gean, ongean; sw. Igen; Dan. Igien. Whatever may be its origin or affinities, the primary sense of the word is probably from some root that signifies to meet or oppose, or turn and meet; to approach to, or to be with. This is the radical sense of most propositions of the like import. See the English with, again. So in Irish, coinne, a meeting; as coinne, opposite.<p><DD>Con, in compounds, is change into l before l, as in colligo, to collect, and into m before a labial, as in comparo, to compare. Before a vowel or h, the na is dropped; as in coalesco, to coalesce, to cooperate; cohibeo, to restrain. I denotes union, as in conjoin; or opposition, as in conflict, contend.<p><b>CON</b>, [abbreviated from Latin contra, against.] In the phrase, pro and con, for and against, con denotes the negative side of a question. As a noun, a person who is in the negative; as the pros and cons.<p><b>CON</b>, v.t. [to know, to be able, to be skillful or wise; and to bear or bring forth, Gr. To try, to attempt, to prove, L., whence cunning, skillful, experienced, or skill, experience; coincides in sense with to begin, to try to attempt. G. To know; to be able. The primary sense is, to strain or stretch, which gives the sense of strength, power, as in can, and of holding, containing, comprehending, as contain, from contineo, teneo, Gr., L. To beget or to bring forth. In the sense of know, con signifies to hold or to reach.]<p><DD>1. To know.<p><DD><DD>I conne no skill.<p><DD><DD> I shall not conne answer. I shall not know or be able to answer.<p><DD>2. To make ones self master of; to fix in the mend or commit to memory; as, to con a lesson.<p><DD>To con thanks, to be pleased or obliged, or to thank.",compile,Compile,,,,,,,,,
mease,"<p><b>ME'ASE</b>, n. [from the root of measure.] The quantity of 500; as a mease of herrings. [Not used in America.]",lubricous,Lubricous,,,,,,,,,
nul,"<p><b>NUL</b>, in law, signifies no, not any; as nul diseizin; nul tiel record; nul tort.",nadir,Nadir,,,,,,,,,
